timestamp_s,east_m,north_m,speed_mps,bearing_deg,accuracy_m,estimator_visible
50.102,-234.5691557921763,20.55625716995165,5.15,316.4,3.7900925,True
51.111,-238.08981974071756,25.193827156367878,5.41,330.2,3.7900925,True
52.119,-240.76639904176503,30.498200892680654,5.82,334.3,3.7900925,True
53.102,-243.0745113373486,36.18328728739726,6.14,338.5,3.7900925,True
54.323,-245.4340122080579,41.61790482790083,5.88,339.6,3.7900925,True
55.154,-246.9778561514342,45.68329263168568,4.59,339.4,3.7900925,True
56.096,-248.15869996010616,48.7868800351154,3.45,339.3,3.7900925,True
57.1,-249.2914353177774,51.665602066912136,3.29,339.2,3.7900925,True
58.106,-250.4974267266581,56.01262818244123,4.25,340.6,3.7900925,True
59.116,-252.1003128597725,60.69249957540578,4.83,337.1,3.7900925,True
60.114,-254.09462684775184,65.86440311765354,5.39,336.1,3.7900925,True
61.112,-256.09112758514783,71.4359436319706,5.85,335.6,3.7900925,True
62.103,-258.4965501588323,77.39932875370862,6.27,335.3,3.7900925,True
63.11,-261.20155718143144,83.58980563659979,6.62,333.6,3.7900925,True
64.108,-263.9032840799057,90.11090140740626,6.84,336.9,3.7900925,True
65.113,-266.2420108464576,96.821240312389,6.99,339.2,3.7900925,True
66.113,-268.52169542188045,103.42582570108944,7.12,338.8,3.7900925,True
67.124,-270.7937263799089,110.37884109599096,7.41,340.0,3.7900925,True
68.107,-273.2691248848508,117.53111837941428,7.5,337.8,3.7900925,True
69.107,-276.186246440902,124.5576046383953,7.64,335.1,3.7900925,True
70.121,-279.1799041722877,131.4271304152258,7.61,334.6,3.7900925,True
71.12,-282.3244475007527,138.87440434928473,7.88,335.9,3.7900925,True
72.097,-285.3366925868791,146.38513039307765,8.04,332.9,3.7900925,True
73.12,-289.1055524106004,153.81904598842226,8.16,330.6,3.7900925,True
74.115,-290.8669777595794,160.54274323211934,8.09,331.1,3.7900925,True
75.11,-294.9747834925047,167.86979211633306,8.27,331.6,3.7900925,True
76.127,-299.16131214461706,175.4050084482115,8.38,330.6,3.7900925,True
77.124,-303.7392686515944,182.0196125910805,8.15,330.1,3.7900925,True
78.093,-307.7027490287354,188.89025156275957,7.83,329.8,3.7900925,True
79.121,-310.9730303568529,195.64623145901345,7.61,327.3,3.7900925,True
80.119,-316.2146648207668,202.31538215247352,7.97,325.2,3.7900925,True
81.123,-320.8297960386165,208.45353887464785,7.48,322.4,3.7900925,True
82.107,-325.3082555236404,213.72451676390924,6.91,316.4,3.7900925,True
83.125,-330.40228451042697,216.67225688003705,6.44,309.8,3.7900925,True
84.1,-336.6104614987531,219.5109038953367,6.69,290.8,3.7900925,True
85.117,-342.7781836534728,221.91985767606155,6.87,286.1,3.7900925,True
86.123,-349.1099118920348,223.8657223751601,6.61,282.2,3.7900925,True
87.109,-355.1037875961012,225.74702176949904,7.12,278.7,3.7900925,True
88.111,-362.2544528847303,226.92700837204148,7.05,277.4,3.7900925,True
89.108,-368.7917354154493,228.014599797016,6.1,278.3,3.7900925,True
90.111,-373.9393397239963,228.7292709278809,4.76,277.4,3.7900925,True
91.12,-378.02637135276416,229.28475518689805,3.45,276.4,3.7900925,True
92.12,-381.7504028454367,229.54079001570815,3.02,271.5,3.7900925,True
93.1,-385.2568529338977,229.84135264076383,3.34,274.1,3.7900925,True
94.109,-388.99619166274994,230.0328221649914,4.04,270.2,3.7900925,True
95.128,-393.5030788665436,230.10629302889387,4.6,266.7,3.7900925,True
96.104,-398.48121022048855,229.8691825137492,5.02,265.1,3.7900925,True
97.126,-403.48558254795967,229.50628097345407,5.08,262.6,3.7900925,True
98.106,-408.7184700211618,228.78493067314352,5.36,260.3,3.7900925,True
99.103,-414.1918997507588,228.07805190674992,5.45,259.9,3.7900925,True
100.109,-420.0370766057716,227.14074179412623,5.89,258.6,3.7900925,True
101.095,-425.861479355236,225.84498292131,5.97,257.5,3.7900925,True
102.106,-432.13963227342856,224.72510884395572,6.17,256.0,3.7900925,True
103.105,-438.4494930359069,223.24344642150908,6.35,255.2,3.7900925,True
104.108,-444.7812212730779,221.67272840639427,6.48,253.9,3.7900925,True
105.115,-450.9686241586377,219.94171032458317,6.66,253.7,3.7900925,True
106.111,-457.5704157484634,218.2674651830603,6.77,253.2,3.7900925,True
107.121,-464.1842344545169,216.5164095929121,6.87,253.5,3.7900925,True
108.109,-470.9576857469703,214.7664671976125,7.0,254.4,3.7900925,True
109.11,-477.79564609992144,213.00427965844725,7.04,253.9,3.7900925,True
141.047,-703.1312593281002,134.85577073161966,9.94,256.1,4.10021,True
142.11,-720.6635097704047,136.75933402434694,10.31,261.6,3.7900925,True
143.111,-730.9270105446041,135.8409482252117,10.64,264.6,3.7900925,True
144.105,-741.7186109092761,134.65650884327485,11.22,269.7,3.7900925,True
145.104,-753.4111513659365,135.41014179578823,11.54,272.9,3.7900925,True
146.108,-764.7953603843614,135.5871397860988,11.77,271.9,3.7900925,True
147.102,-777.1045637202747,136.1103413929132,11.98,272.4,3.7900925,True
148.111,-789.2125862573004,136.71925900767283,12.01,272.9,3.7900925,True
149.119,-800.6558374668543,136.92186048091753,11.82,270.8,3.7900925,True
150.108,-812.1428236299668,137.25470575835297,11.5,272.3,3.7900925,True
151.122,-823.4865778133941,137.36268566433247,11.29,270.6,3.7900925,True
152.105,-834.691473513188,137.03874594621695,10.86,268.8,3.7900925,True
153.113,-845.6634805725905,136.66248606720754,10.51,268.2,3.7900925,True
154.118,-855.2840774940107,136.15709557903295,10.02,266.7,3.7900925,True
155.125,-865.929165756264,136.10588861334173,10.81,271.0,3.7900925,True
156.113,-877.049871666111,135.44353764301664,11.05,267.9,3.7900925,True
157.118,-888.4854692568796,135.85096697938022,11.48,268.4,3.7900925,True
158.123,-900.0533650899868,135.211993102115,11.64,266.8,3.7900925,True
159.104,-911.5326976357048,134.7700547236744,11.7,265.6,3.7900925,True
160.099,-923.0798193660456,133.72142512052542,11.49,265.1,3.7900925,True
161.098,-934.041986058637,132.77632264360747,11.14,262.6,3.7900925,True
162.112,-944.5318152291508,131.3770366443832,10.81,262.6,3.7900925,True
163.105,-955.405418637135,129.05825165117508,10.63,259.7,3.7900925,True
164.114,-964.9068378043706,126.03481428127056,10.06,260.6,3.7900925,True
165.102,-974.10429902664,123.82957516863902,9.44,259.3,3.7900925,True
166.117,-983.61337181127,121.4462248706713,9.28,260.8,3.7900925,True
167.119,-993.069962648848,119.9456381349132,9.78,264.1,3.7900925,True
168.096,-1002.960622924314,119.37011636738195,9.91,267.7,3.7900925,True
169.101,-1012.4314276205812,119.73635749222284,9.69,274.8,3.7900925,True
172.103,-1042.8731436671642,124.24257047942264,10.39,279.7,3.7900925,True
173.103,-1052.3505086088994,126.08268166223893,9.61,282.2,3.7900925,True
174.107,-1063.0185577247269,128.773273754708,10.87,286.6,3.7900925,True
175.104,-1073.3870223916392,131.31247133980062,10.69,284.3,3.7900925,True
176.11,-1083.6866045033937,133.88506477212164,10.7,283.6,3.7900925,True
177.101,-1093.9982137285936,136.49105405149405,10.18,283.6,3.7900925,True
178.099,-1103.3225063238328,137.7656622211246,9.06,280.0,3.7900925,True
179.119,-1112.3023861418908,139.7538283265945,8.69,282.5,3.7900925,True
180.109,-1120.9968953725052,142.35536482639546,9.03,284.1,3.7900925,True
181.111,-1129.514278032514,144.91126033510227,8.95,282.2,3.7900925,True
182.123,-1137.8698413553157,147.2478564467732,8.86,277.1,3.7900925,True
183.109,-1146.666034358691,148.01150815363212,8.87,268.7,3.7900925,True
184.104,-1156.161986656558,147.7866427823532,9.02,267.5,3.7900925,True
185.124,-1165.4840925037718,147.55509824145156,9.05,266.2,3.7900925,True
186.101,-1174.3896228959118,147.44043916602638,9.14,264.4,3.7900925,True
187.108,-1183.615511841124,147.76437888414193,9.13,264.1,3.7900925,True
188.122,-1192.9201237069142,147.92022617126682,9.19,266.0,3.7900925,True
189.103,-1201.9612324627358,148.13507278837724,9.22,267.7,3.7900925,True
190.129,-1211.571989020127,147.81558585001017,9.23,267.1,3.7900925,True
191.123,-1220.4600254294526,148.0159609333806,9.27,268.8,3.7900925,True
192.105,-1229.777757782006,148.33099509217624,9.32,269.2,3.7900925,True
193.129,-1239.2584028464753,148.86087586843632,9.41,271.5,3.7900925,True
194.103,-1248.9927106527111,149.3607003820138,9.47,272.9,3.7900925,True
195.094,-1258.138783302637,150.71211900044673,9.42,273.6,3.7900925,True
196.102,-1267.569133165298,151.41677137696612,9.49,273.5,3.7900925,True
197.121,-1277.0464981070331,152.47208014973782,9.54,276.4,3.7900925,True
198.107,-1286.5927456039267,153.39491872844448,9.63,276.9,3.7900925,True
199.118,-1296.377348609189,154.27656909545144,9.66,277.7,3.7900925,True
200.125,-1305.5802767036091,155.92966353378864,9.66,280.2,3.7900925,True
201.106,-1314.834593368982,157.78758583506772,9.6,280.9,3.7900925,True
202.227,-1323.948958177404,159.46071778174195,9.64,280.3,3.7900925,True
205.103,-1351.943703441988,164.4266802660222,9.62,281.7,3.7900925,True
206.107,-1361.2690894119355,166.20667892365032,9.59,282.2,3.7900925,True
207.105,-1370.6338368421725,168.12360055526895,9.52,283.1,3.7900925,True
208.103,-1379.9450089506488,170.0349562122905,9.46,284.4,3.7900925,True
209.109,-1389.4015997868355,172.27470436682202,9.47,284.2,3.7900925,True
210.104,-1399.094359386148,174.3207566076058,9.54,285.7,3.7900925,True
211.112,-1408.7018358208052,176.79538888811587,9.62,284.8,3.7900925,True
212.11,-1418.1868543785438,179.54609350559605,9.67,284.7,3.7900925,True
213.104,-1427.4783457589622,182.00291466746623,9.71,284.3,3.7900925,True
214.109,-1437.140490888697,184.64786576866416,9.81,283.7,3.7900925,True
215.113,-1446.9994433184863,186.71395551778497,9.81,284.1,3.7900925,True
216.117,-1456.5905191450374,188.5418215565585,9.83,284.5,3.7900925,True
217.122,-1466.2559443975065,190.42089456120024,9.83,284.0,3.7900925,True
218.115,-1475.5889839848485,192.49032389504396,9.77,283.8,3.7900925,True
219.109,-1485.0401079516669,194.54194211024776,9.66,283.3,3.7900925,True
220.12,-1494.3173854706135,196.1037545662197,9.52,282.1,3.7900925,True
221.113,-1503.2928917912293,198.1219769341951,9.39,281.6,3.7900925,True
222.121,-1512.1831149513623,199.67154424612423,9.26,281.4,3.7900925,True
223.123,-1521.0678712393449,201.3346574384529,9.16,281.4,3.7900925,True
224.112,-1530.1931697851137,202.8964698944248,9.13,281.9,3.7900925,True
225.109,-1538.6362030205955,204.85457973738912,9.08,283.3,3.7900925,True
226.122,-1547.4641038668658,206.76704858925928,9.0,282.9,3.7900925,True
227.093,-1556.1761070802943,209.05021134554173,8.97,282.4,3.7900925,True
228.108,-1565.1931616092245,211.12631984865408,9.03,281.3,3.7900925,True
229.111,-1574.0560504211237,212.4387766452616,9.1,280.2,3.7900925,True
230.123,-1583.018436256367,214.0484564820248,9.26,279.7,3.7900925,True
231.104,-1592.3995842947097,215.8696433513526,9.65,279.9,3.7900925,True
232.111,-1602.3383530211763,217.86003584669672,10.11,279.7,3.7900925,True
233.113,-1612.6171610287734,219.0021738224393,10.6,278.2,3.7900925,True
234.101,-1623.7947223803328,220.3791959234523,11.4,274.7,3.7900925,True
235.103,-1635.6895370078073,220.75211621756185,11.81,273.0,3.7900925,True
238.152,-1672.1043546556905,222.2092883521001,12.19,274.4,3.7900925,True
239.106,-1683.595714316245,223.02080743992732,11.67,276.1,3.7900925,True
240.106,-1694.9985106894103,224.04383356031923,11.5,279.5,3.7900925,True
241.099,-1706.5161113234913,225.27725351842716,11.49,281.6,3.7900925,True
242.109,-1717.8871998537622,226.7255200936454,11.58,282.6,3.7900925,True
243.103,-1729.9000988634946,228.852835562626,11.79,283.4,3.7900925,True
244.101,-1741.237292804236,231.44546650328405,11.84,284.2,3.7900925,True
245.112,-1753.2950201422354,234.1950579257386,11.79,283.3,3.7900925,True
246.106,-1764.996307589607,237.0426105003582,11.71,285.7,3.7900925,True
247.098,-1776.265712349899,240.1339527597452,11.51,286.9,3.7900925,True
248.118,-1787.672882219116,243.08169287587296,11.6,284.5,3.7900925,True
249.097,-1798.9138592564648,245.74556829038224,11.67,283.2,3.7900925,True
250.108,-1810.738697955464,248.55972501777345,11.82,281.9,3.7900925,True
251.101,-1822.2333377359705,250.8384349944845,11.84,281.8,3.7900925,True
252.115,-1833.6842425629188,253.0447873017876,11.74,279.9,3.7900925,True
253.109,-1844.4550688248244,255.3702514644414,11.58,279.7,3.7900925,True
254.101,-1856.2011846018545,257.02223270793,11.42,276.1,3.7900925,True
255.121,-1867.747212956096,257.6689989493125,11.49,275.0,3.7900925,True
256.118,-1879.2221720071527,258.4226319020029,11.59,273.2,3.7900925,True
257.117,-1890.9967155071256,258.5250458335624,11.77,270.0,3.7900925,True
258.113,-1902.864195787757,257.6801308985066,11.75,266.3,3.7900925,True
259.117,-1914.8836550401757,256.26526017051674,11.77,263.6,3.7900925,True
260.115,-1926.5259002978091,254.76022065501016,11.73,262.6,3.7900925,True
261.094,-1938.059901539996,253.35314229131455,11.69,263.4,3.7900925,True
262.117,-1949.639824485158,252.0017236732357,11.59,263.4,3.7900925,True
263.109,-1961.212093812925,250.61468281787717,11.6,262.8,3.7900925,True
264.118,-1972.6498781531109,249.18311416627307,11.68,262.8,3.7900925,True
265.108,,,,,3.7900925,False
266.114,,,,,3.7900925,False
267.116,,,,,3.7900925,False
268.102,,,,,3.7900925,False
269.109,,,,,3.7900925,False
279.041,,,,,3.7900925,False
280.104,,,,,3.7900925,False
281.096,,,,,3.7900925,False
282.101,,,,,3.7900925,False
283.105,,,,,3.7900925,False
284.104,,,,,3.7900925,False
285.105,,,,,3.7900925,False
286.106,,,,,3.7900925,False
287.104,,,,,3.7900925,False
288.1,,,,,3.7900925,False
289.13,,,,,3.7900925,False
290.127,,,,,3.7900925,False
291.106,,,,,3.7900925,False
292.114,,,,,3.7900925,False
293.099,,,,,3.7900925,False
294.094,,,,,3.7900925,False
295.105,,,,,3.7900925,False
296.106,,,,,3.7900925,False
297.112,,,,,3.7900925,False
298.117,,,,,3.7900925,False
299.099,,,,,3.7900925,False
300.092,,,,,3.7900925,False
301.109,,,,,3.7900925,False
302.106,,,,,3.7900925,False
303.1,,,,,3.7900925,False
304.109,,,,,3.7900925,False
305.114,,,,,3.7900925,False
306.105,,,,,3.7900925,False
307.111,,,,,3.7900925,False
308.119,,,,,3.7900925,False
309.123,,,,,3.7900925,False
310.101,,,,,3.7900925,False
311.117,,,,,3.7900925,False
312.121,,,,,3.7900925,False
313.107,,,,,3.7900925,False
314.122,,,,,3.7900925,False
315.102,,,,,3.7900925,False
316.109,,,,,3.7900925,False
317.104,,,,,3.7900925,False
318.097,,,,,3.7900925,False
319.141,,,,,3.7900925,False
320.097,,,,,3.7900925,False
321.114,,,,,3.7900925,False
322.093,,,,,3.7900925,False
323.122,,,,,3.7900925,False
324.114,,,,,3.7900925,False
325.105,,,,,3.7900925,False
326.118,,,,,3.7900925,False
327.116,,,,,3.7900925,False
328.11,,,,,3.7900925,False
329.109,,,,,3.7900925,False
330.127,,,,,3.7900925,False
331.114,,,,,3.7900925,False
332.113,,,,,3.7900925,False
333.123,,,,,3.7900925,False
334.109,,,,,3.7900925,False
335.123,-2735.97683739194,83.31707288417547,10.74,266.4,3.7900925,True
336.126,-2746.8712149040816,83.52190074729438,10.88,267.6,3.7900925,True
337.115,-2757.136902424916,82.43764890686572,10.62,268.3,3.7900925,True
338.125,-2766.8843307193056,82.40313986478871,10.0,266.0,3.7900925,True
339.131,-2775.919972605758,80.64429191034625,9.13,257.9,3.7900925,True
340.124,-2783.951897254145,78.05054777483957,8.3,246.3,3.7900925,True
341.115,-2790.916688981457,74.07978153814287,7.79,228.3,3.7900925,True
342.111,-2795.4410701680645,67.78911711356646,8.05,210.8,3.7900925,True
343.129,-2798.1001554849067,60.03126180010632,8.11,195.3,3.7900925,True
344.118,-2799.3323878673136,52.03963555604732,8.23,186.6,3.7900925,True
345.098,-2799.6122915853884,43.96118010919447,8.29,183.7,3.7900925,True
346.094,-2799.7555235650734,35.52984187656911,8.33,181.2,3.7900925,True
347.115,-2799.631972314837,27.22318147336043,8.3,178.8,3.7900925,True
348.114,-2799.861580833885,18.778484902020743,8.19,179.4,3.7900925,True
349.118,-2799.9905989534905,10.359391813261116,8.13,180.0,3.7900925,True
350.122,-2799.9249965196755,2.018222368152458,8.13,179.0,3.7900925,True
351.118,-2799.8112856334683,-6.208288001531015,8.05,178.3,3.7900925,True
352.103,-2799.4034571718885,-13.647769571118646,7.68,177.5,3.7900925,True
353.104,-2799.1399540605285,-22.203785633514737,8.08,178.6,3.7900925,True
384.042,-2819.989500907243,-269.4198843975036,8.67,240.6,3.9363258,True
385.115,-2830.741739813017,-274.7721255149618,8.73,241.7,3.7900925,True
386.107,-2840.622559721672,-278.9132105723463,8.35,249.4,3.7900925,True
387.109,-2847.322754964307,-281.9667042047564,7.89,243.7,3.7900925,True
388.107,-2854.907489689433,-285.8450752640622,8.44,244.2,3.7900925,True
389.113,-2861.979432056093,-289.1033967595912,7.96,246.7,3.7900925,True
390.107,-2869.506217966189,-292.5342634658593,8.26,246.6,3.7900925,True
391.114,-2877.728389673335,-295.64564323358326,9.14,249.9,3.7900925,True
392.109,-2886.402124798401,-298.3607256139608,9.1,252.5,3.7900925,True
393.103,-2894.0994770350258,-300.64166198019205,8.28,255.6,3.7900925,True
394.123,-2902.1401486755144,-302.522961374708,8.02,256.9,3.7900925,True
395.108,-2910.665184952918,-304.041359229106,8.64,261.3,3.7900925,True
396.118,-2919.816724472212,-305.88814958136794,9.29,259.9,3.7900925,True
397.117,-2929.1552309289227,-307.11822995457595,9.81,263.4,3.7900925,True
398.113,-2938.897192353944,-307.47222593537407,9.87,270.6,3.7900925,True
399.132,-2949.31267209854,-306.82991247356307,10.19,274.3,3.7900925,True
400.115,-2959.404513170112,-306.0985434189069,10.12,274.9,3.7900925,True
401.122,-2968.6446159754046,-304.80723732566213,9.52,277.1,3.7900925,True
402.128,-2977.3391252060187,-303.6951556127792,8.86,277.0,3.7900925,True
403.116,-2985.4311854202424,-302.5185085951366,8.2,275.7,3.7900925,True
404.097,-2993.74410716002,-302.03315561512204,8.06,275.2,3.7900925,True
405.109,-3002.1084174735333,-302.46507523939414,8.54,267.9,3.7900925,True
406.108,-3010.673908584544,-302.3036619778492,8.62,264.0,3.7900925,True
407.118,-3019.6056799516,-303.8732667979383,8.99,260.4,3.7900925,True
408.11,-3028.8086080446296,-305.7612453619,9.53,256.5,3.7900925,True
409.117,-3037.355511799508,-308.66223129190803,9.03,254.5,3.7900925,True
410.112,-3046.900665923084,-310.18062914630593,9.28,256.9,3.7900925,True
411.111,-3055.786515584384,-312.47603704645417,8.84,256.7,3.7900925,True
412.131,-3063.952925224525,-314.38182672887865,8.52,258.7,3.7900925,True
415.196,-3091.6065378318795,-319.4802594072239,9.62,261.4,3.7900925,True
416.098,-3100.9242701844323,-321.09995799833274,9.41,263.7,3.7900925,True
417.1,-3110.685912338903,-321.83355344250907,9.55,267.3,3.7900925,True
418.1,-3119.9271085189043,-322.03726811077934,9.07,268.7,3.7900925,True
419.097,-3132.733796975713,-321.5096137243935,10.9,270.1,3.7900925,True
420.101,-3143.6314546105887,-321.13001426066126,10.42,270.5,3.7900925,True
421.101,-3153.1383406471928,-321.1355802352583,9.65,270.0,3.7900925,True
422.1,-3161.2085333825507,-321.1211087015184,8.42,269.3,3.7900925,True
423.104,-3169.554256339932,-320.71256617030616,8.34,267.5,3.7900925,True
424.097,-3178.990073071962,-320.76822591574586,8.42,269.1,3.7900925,True
425.096,-3189.1956250297403,-320.5778695863669,9.6,268.7,3.7900925,True
426.095,-3200.193873062669,-320.82499885603414,10.21,268.2,3.7900925,True
427.101,-3211.223828937101,-320.78381064433444,10.69,269.9,3.7900925,True
428.113,-3223.076001982943,-320.71256617030616,11.26,270.4,3.7900925,True
429.12,-3234.9828437238634,-319.9878762850957,11.66,274.2,3.7900925,True
430.112,-3246.560579921,-318.667627124548,11.6,278.1,3.7900925,True
431.113,-3257.4811984066678,-317.36184949738623,11.22,278.7,3.7900925,True
432.113,-3267.892304656603,-315.4471542558189,10.87,280.7,3.7900925,True
433.123,-3278.3974410619053,-313.5024027515689,10.54,283.3,3.7900925,True
434.125,-3288.283727839929,-311.6678575433497,10.13,279.9,3.7900925,True
435.118,-3298.22030981837,-310.21402499353434,9.78,276.2,3.7900925,True
436.119,-3307.9633646167085,-309.24665861858216,9.7,273.2,3.7900925,True
437.125,-3317.9742960196763,-308.57317569941694,9.95,271.1,3.7900925,True
438.096,-3328.4302305978786,-309.0607550691288,10.09,265.6,3.7900925,True
439.113,-3338.368999324345,-310.4255320260989,9.91,260.3,3.7900925,True
440.099,-3347.894472717081,-312.6073940456706,9.74,253.2,3.7900925,True
441.121,-3357.32154245979,-316.276484462109,9.93,245.0,3.7900925,True
442.11,-3366.2336330960075,-320.94856349077924,10.16,240.8,3.7900925,True
443.106,-3374.709467546311,-326.6236311315044,9.83,240.3,3.7900925,True
444.12,-3381.965096729044,-331.0563732548017,8.63,237.9,3.7900925,True
445.101,-3387.629866890717,-334.65755878193465,6.85,246.3,3.7900925,True
446.1,-3392.5598897936616,-337.69546768575617,6.02,236.4,3.7900925,True
447.109,-3397.3412138461617,-340.8001682840345,5.89,238.0,3.7900925,True
448.125,-3401.7267365477446,-343.99392447480386,6.08,238.3,3.7900925,True
449.122,-3409.7739684309195,-347.7977114751816,7.39,237.2,3.7900925,True
450.108,-3416.0860159400327,-352.79373022214435,8.02,234.7,3.7900925,True
451.121,-3423.2246541152163,-358.52779719267795,8.7,232.9,3.7900925,True
452.124,-3430.544792357056,-363.848868852782,8.73,235.4,3.7900925,True
453.108,-3437.413367179585,-369.9202338804995,9.12,231.4,3.7900925,True
454.115,-3445.385156263524,-375.3247951584975,9.77,232.2,3.7900925,True
455.109,-3452.456005256867,-381.425103254226,9.76,230.3,3.7900925,True
456.122,-3460.7208185456448,-387.2638105461933,9.59,233.8,3.7900925,True
457.125,-3468.447691877138,-393.6279458348493,10.05,231.4,3.7900925,True
458.116,-3477.741370004191,-399.5434635754418,10.45,237.5,3.7900925,True
459.125,-3486.533189512906,-405.4378306130258,10.58,237.6,3.7900925,True
460.103,-3495.7623585794613,-410.9603905513489,10.67,237.2,3.7900925,True
461.097,-3504.3693978973947,-416.8647763431014,10.06,237.8,3.7900925,True
462.097,-3513.8205218656044,-422.7135023894143,10.81,239.5,3.7900925,True
463.123,-3523.223537381422,-427.9165753888392,10.41,244.8,3.7900925,True
464.106,-3533.9615624257244,-432.3604494615077,10.93,251.4,3.7900925,True
465.116,-3543.897051030848,-436.058482945603,11.1,251.7,3.7900925,True
466.12,-3555.257205823773,-439.0284869599421,11.25,253.4,3.7900925,True
467.108,-3566.181104429392,-442.25563899811686,11.22,252.8,3.7900925,True
468.111,-3576.853527041271,-445.3469812573268,10.45,253.4,3.7900925,True
469.214,-3586.1001900906404,-448.0219886212073,9.6,253.5,3.7900925,True
